anime_id,Genres,English name,Type,Episodes,Studios,Source
27949,"Magic, Fantasy","Mattsu, Yamma and Moburi - The Mystery of the Seven Gems and the Flying Castle",ONA,1,Unknown,Unknown
27951,"Magic, Fantasy","Mattsu, Yamma and Moburi - The Naval Treasure and Riddle Island",ONA,1,Unknown,Unknown
27957,"Slice of Life, Comedy",Unknown,ONA,4,White Fox,Visual novel
27961,"Historical, Kids",Unknown,Special,1,Unknown,Unknown
27963,Shounen,Unknown,Special,1,Unknown,Unknown
27965,"Kids, Adventure, Fantasy",Unknown,TV,24,Unknown,Unknown
27967,"Action, Comedy, Ecchi",Unknown,OVA,1,"Artland, Hoods Entertainment",Game
27969,"Drama, Mystery, Slice of Life",The Case of Hana & Alice,Movie,1,"Steve N' Steven, Rockwell Eyes",Original
27989,"Music, School, Drama",Sound! Euphonium,TV,13,Kyoto Animation,Novel
27991,"Action, Super Power, Supernatural",K:Return of Kings,TV,13,GoHands,Original
27993,"Adventure, Mecha, Sci-Fi, Shounen",Unknown,Special,1,Eiken,Unknown
27997,Magic,Unknown,OVA,2,J.C.Staff,Game
28013,"Action, Military, Sci-Fi, Music, Space, Romance, Mecha",Macross Delta,TV,26,Satelight,Original
28017,"Historical, Kids",Unknown,Movie,1,Unknown,Unknown
28019,"Action, Kids, Mystery",Unknown,TV,4,Unknown,Unknown
28021,"Comedy, Martial Arts, Sci-Fi, Space",Unknown,OVA,2,Unknown,Unknown
28023,Kids,Unknown,Movie,1,Unknown,Unknown
28025,"Mystery, Comedy, Supernatural, Ecchi",Tsukimonogatari,TV,4,Shaft,Light novel
28035,"Kids, Sports",Seventh Inning Stretch,Movie,1,Unknown,Original
28041,"Adventure, Historical, Romance",Burglars of Baghdad Castle,Movie,1,Unknown,Original
28045,"Action, Adventure, Fantasy, Historical",The Golden Flower,Movie,1,Unknown,Original
28047,"Adventure, Romance, Historical",Power of the Heart,Movie,1,Unknown,Unknown
28049,"Adventure, Comedy",General of the Swamp,Movie,1,Unknown,Original
28051,"Adventure, Comedy",Three Brave Frogs,Movie,1,Unknown,Original
28053,Fantasy,Spider Silk,Movie,1,Unknown,Unknown
28055,Drama,Dream of a Snowy Night,Movie,1,Unknown,Unknown
28057,"Action, Adventure, Comedy",Unknown,Movie,1,Unknown,Original
28063,Comedy,Unknown,Special,9,A-1 Pictures,Light novel
28067,"Action, Historical, Military",Unknown,Movie,1,Unknown,Original
28069,"Music, Shounen",Unknown,OVA,1,A-1 Pictures,Manga
28071,"Comedy, Ecchi",Unknown,TV,16,Studio Deen,Manga
28073,"Historical, Kids",Unknown,Movie,1,Unknown,Unknown
28077,Slice of Life,Unknown,Special,1,Lay-duce,Game
28085,Dementia,Wonder,Movie,1,Calf Studio,Unknown
28087,"Historical, Horror, Kids",Unknown,TV,50,Unknown,Other
28089,"Comedy, Kids",Unknown,TV,31,Shin-Ei Animation,Unknown
28091,Historical,The Man Who Has Changed the History:A Drannage of Lake Biwa,Movie,1,Unknown,Unknown
28093,"Fantasy, Kids",Flowers Will Bloom In Tohoku,Special,1,Unknown,Unknown
28097,"Adventure, Kids",Little Twins,OVA,3,Toei Animation,Unknown
28099,"Adventure, Kids",Unknown,Movie,1,Unknown,Unknown
28101,Comedy,Unknown,Special,1,Sunrise,Unknown
28103,"Adventure, Fantasy, Cars, Supernatural",Unknown,Movie,1,Toei Animation,Unknown
28105,"Adventure, Comedy",Unknown,Special,2,P.A. Works,Original
28109,"Drama, Historical",The Boy & A Great River,OVA,1,Mushi Production,Unknown
28111,Drama,Unknown,OVA,1,Unknown,Unknown
28113,"Kids, Historical","Hey, Addachi!",OVA,1,Mushi Production,Unknown
28115,"Demons, Kids",The Man in the Monster's Shell,OVA,1,Unknown,Unknown
28117,"Demons, Horror, Kids",Tales from the Snow Country,OVA,1,Unknown,Unknown
28119,"Drama, Kids",Kumanominakuro to Kouheijiisann,OVA,1,Mushi Production,Book
28121,"Action, Adventure, Comedy, Romance, Fantasy",Is It Wrong to Try to Pick Up Girls in a Dungeon?,TV,13,J.C.Staff,Light novel
28143,"Historical, Drama",Unknown,Movie,1,Unknown,Other
28145,"Action, Adventure, Sci-Fi",Johnny Cypher in Dimension Zero,TV,130,Unknown,Unknown
28149,"Action, Dementia, Ecchi, Fantasy, Mecha, Military, Music, School, Sci-Fi, Space, Supernatural",Japan Anima(tor)'s Exhibition,ONA,35,"Khara, Trigger, Studio Colorido",Original
28151,"Action, Demons, Historical, Supernatural",Kujakuou Sengokutensei,ONA,1,"Gathering, Asahi Production",Manga
28155,"Action, Adventure, Comedy, Drama",Yatterman Night,TV,12,Tatsunoko Production,Original
28157,Hentai,Unknown,OVA,1,Unknown,Visual novel
28169,Hentai,Unknown,OVA,1,Seven,Visual novel
28171,"Ecchi, School, Shounen",Food Wars! Shokugeki no Soma,TV,24,J.C.Staff,Manga
28179,"Music, Slice of Life, Comedy",Unknown,OVA,1,SANZIGEN,Original
28185,Comedy,Unknown,ONA,6,DLE,Original
28197,"Music, Kids",Unknown,Music,1,Unknown,Music
28201,"Action, Adventure, Mecha, Sci-Fi",Unknown,TV,13,Unknown,Unknown
28205,"Kids, Magic",Unknown,ONA,Unknown,Studio Colorido,Original
28207,Comedy,Unknown,TV,12,"feel., Assez Finaud Fabric",Web manga
28211,"Sci-Fi, Psychological",Harmony,Movie,1,Studio 4°C,Novel
28215,"Action, Adventure, Fantasy, Sci-Fi, Shounen",Unknown,ONA,13,"Toei Animation, Bridge",Manga
28221,"Action, Comedy, Fantasy",Etotama,TV,12,"Shirogumi, Encourage Films",Original
28223,"Game, Mystery, Psychological, Drama, Thriller",Death Parade,TV,12,Madhouse,Original
28227,"Ecchi, Drama",Unknown,Special,2,Satelight,Visual novel
28235,"Comedy, Drama, Romance, Samurai, Sci-Fi",Indie Anibox:Selma's Protein Coffee,Movie,1,Unknown,Unknown
28237,"Action, Comedy, Kids, Fantasy",Unknown,Special,1,Madhouse,Game
28241,"Action, Military, Historical, Kids",Duck Brigade,Movie,1,Unknown,Original
28245,"Music, Comedy",Arichan the Ant,Movie,1,Unknown,Original
28247,"Comedy, Music",Unknown,TV,24,DLE,Original
28249,"Action, Adventure, Drama, Fantasy, Historical, Shounen",The Heroic Legend of Arslan,TV,25,"SANZIGEN, LIDENFILMS",Manga
28251,"Comedy, Kids, Magic, Romance",Satellite Girl and Milk Cow,Movie,1,Unknown,Unknown
28257,"Comedy, Kids, Supernatural",Unknown,Movie,1,OLM,Game
28263,"Kids, Mystery, School, Supernatural",Unknown,OVA,1,Unknown,Unknown
28283,"Action, Historical, Samurai",Unknown,TV,12,TYO Animations,Game
28285,"Action, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School, Shounen",Unknown,OVA,1,Seven Arcs Pictures,Manga
28293,"Kids, Adventure",Unknown,Movie,1,The Answer Studio,Unknown
28297,"Comedy, Romance, Shoujo",My Love Story!!,TV,24,Madhouse,Manga
28299,"Comedy, Romance, School, Shoujo",Unknown,OVA,1,TYO Animations,Manga
28305,"Sci-Fi, Mecha",Unknown,Special,1,TMS Entertainment,Original
28309,Hentai,Unknown,OVA,1,PoRO,Visual novel
28311,"Hentai, Romance",Koimaguwai,OVA,1,Unknown,Manga
28313,Hentai,Unknown,OVA,2,Unknown,Visual novel
28339,"Space, Dementia, Sci-Fi",Unknown,Special,1,Unknown,Original
28347,Slice of Life,Unknown,Special,1,Unknown,Game
28351,"Action, Fantasy",Goddess of Light,Special,1,Shaft,Game
28353,"Slice of Life, Drama",Unknown,OVA,1,Unknown,Unknown
28355,"Kids, Music",Unknown,Music,1,Unknown,Original
28361,"Slice of Life, Comedy, Shoujo",Unknown,OVA,2,Unknown,Manga
28367,"Sci-Fi, Comedy, Shounen",Dr. Slump:New Year Doesn't Come,Special,3,Toei Animation,Manga
28369,"Sci-Fi, Comedy, Shounen",Unknown,Special,2,Toei Animation,Manga
28371,"Sci-Fi, Comedy, Shounen",Dr. Slump:Hero Legend of Penguin Village,Special,1,Toei Animation,Manga
28377,"Comedy, Mecha",Unknown,OVA,1,"Brain's Base, Studio A-CAT",Original
28381,"Kids, Supernatural, Shoujo",Unknown,ONA,8,Unknown,Other
28385,"Comedy, Parody, Romance, School",Unknown,Special,1,Unknown,Manga
28387,"Slice of Life, Comedy, Super Power, Seinen",Castle Town Dandelion,TV,12,Production IMS,4-koma manga
28391,"Sci-Fi, Sports, Drama, School",Aokana:Four Rhythm Across the Blue,TV,12,Gonzo,Visual novel
28401,"Slice of Life, Parody, Mecha",Unknown,TV,13,DLE,Unknown
28405,"Action, Comedy, School, Shounen",Assassination Classroom:Meeting Time,Special,1,Lerche,Manga
28419,"Action, Comedy",Princess Katsura,Movie,1,Unknown,Original
28423,"Comedy, Supernatural, Romance, School, Shounen",RIN-NE,TV,25,Brain's Base,Manga
28427,"Comedy, Historical",Unknown,ONA,5,Unknown,Manga
28431,"Action, Adventure, Fantasy, Kids",Unknown,ONA,1,OLM,Unknown
28433,"Slice of Life, Music, Drama, Sci-Fi",Unknown,Music,1,Unknown,Unknown
28439,Music,Unknown,Special,1,Unknown,Unknown
28447,"Action, Adventure, Demons, Supernatural, Magic, Fantasy",Unknown,Special,1,MAPPA,Game
28479,"Action, Mystery, Police, Shounen",Detective Conan:The Sunflowers of Inferno,Movie,1,TMS Entertainment,Manga
28483,"Drama, School, Slice of Life",Unknown,OVA,1,Unknown,Unknown
28485,"Slice of Life, Drama",Unknown,OVA,1,Unknown,Unknown
28487,Unknown,Unknown,OVA,1,Unknown,Unknown
28489,"Sports, Comedy, Horror, Shounen",Unknown,OVA,1,Unknown,Unknown
28495,"Action, Mecha, Sci-Fi, Seinen, Space",Unknown,Movie,1,Polygon Pictures,Manga
28497,"Action, Adventure, Fantasy, Magic, Mystery",Rokka:Braves of the Six Flowers,TV,12,Passione,Light novel
28511,"Action, Comedy, Fantasy, Magic, Music, Shoujo",Unknown,Movie,1,Toei Animation,Original
28517,Hentai,Unknown,OVA,1,Unknown,Manga
28519,Hentai,Unknown,OVA,2,Unknown,Manga
28531,"Comedy, Sci-Fi, Shounen",Unknown,Special,10,AIC PLUS+,Original
28537,"Action, Demons, Fantasy, Magic, Supernatural",Garo:Crimson Moon,TV,23,MAPPA,Original
28539,"Action, Demons, Supernatural, Magic, Fantasy",Unknown,Movie,1,MAPPA,Original
28543,"Kids, Drama",Unknown,OVA,1,Unknown,Unknown
28545,"Drama, Kids",Unknown,OVA,1,Unknown,Unknown
28547,"Drama, Kids",Unknown,OVA,1,Unknown,Unknown
28549,"Kids, Drama",Unknown,OVA,1,Unknown,Unknown
28551,"Drama, Kids",Unknown,OVA,1,Unknown,Unknown
28553,"Drama, Fantasy, Historical, Kids",Unknown,OVA,1,Unknown,Unknown
28555,"Drama, Fantasy, Kids",Unknown,OVA,1,Unknown,Unknown
28557,"Kids, Drama",Unknown,OVA,1,Unknown,Unknown
28559,"Drama, Kids, Magic",Unknown,OVA,1,Unknown,Unknown
28561,"Drama, Kids",Unknown,OVA,1,Unknown,Unknown
28563,"Kids, Drama",Unknown,OVA,1,Unknown,Unknown
28565,"Drama, Kids",Unknown,OVA,1,Unknown,Unknown
28567,"Drama, Kids, Super Power",Unknown,OVA,1,Unknown,Unknown
28569,"Drama, Fantasy, Kids",Unknown,OVA,1,Unknown,Picture book
28571,"Drama, Kids",Unknown,OVA,1,Unknown,Unknown
28573,"Drama, Kids",Unknown,OVA,1,Unknown,Unknown
28575,"Drama, Historical, Kids",Unknown,OVA,1,Unknown,Unknown
28577,"Drama, Historical, Kids",Unknown,OVA,1,Unknown,Unknown
28579,"Kids, Fantasy, Drama",Unknown,OVA,1,Unknown,Other
28581,"Kids, Drama",Unknown,OVA,1,Unknown,Unknown
28583,"Kids, Drama",Unknown,OVA,1,Unknown,Unknown
28585,"Drama, Kids",Unknown,OVA,1,Unknown,Unknown
28587,Dementia,Unknown,Movie,1,Unknown,Unknown
28591,"Music, Dementia",Unknown,ONA,26,Unknown,Original
28593,Comedy,Unknown,Special,5,Unknown,Unknown
28595,"Adventure, Comedy, Sci-Fi",Unknown,TV,52,OLM Digital,Game
28603,"Comedy, Supernatural, Fantasy",Unknown,Special,3,J.C.Staff,Unknown
28607,"Comedy, Historical, Parody",Hetalia:The World Twinkle,ONA,15,Studio Deen,Manga
28615,"Slice of Life, Comedy",Unknown,Special,1,Eiken,Unknown
28617,"Comedy, Ecchi, Sci-Fi, Super Power, Supernatural",Punch Line,TV,12,MAPPA,Original
28619,Mystery,Rampo Kitan:Game of Laplace,TV,11,Lerche,Original
28621,"Sci-Fi, Mystery, Psychological",The Perfect Insider,TV,11,A-1 Pictures,Novel
28623,"Action, Horror, Supernatural, Drama, Fantasy",Kabaneri of the Iron Fortress,TV,12,Wit Studio,Original
28625,"Sci-Fi, Historical, Psychological",The Empire of Corpses,Movie,1,Wit Studio,Novel
28631,Action,Unknown,ONA,2,"Khara, CyberConnect2",Unknown
28637,Dementia,Unknown,Movie,1,Unknown,Original
28639,"Music, Dementia",Unknown,Movie,1,Unknown,Original
28641,Psychological,The Great Rabbit,Movie,1,Unknown,Original
28645,Dementia,The Mechanism of Spring,Movie,1,Unknown,Original
28647,"Music, Dementia",Unknown,Movie,1,Unknown,Original
28653,Unknown,Unknown,Movie,1,Unknown,Unknown
28655,Unknown,Unknown,Movie,1,Unknown,Original
28657,"Dementia, Psychological",Unknown,Movie,1,Unknown,Original
28665,Slice of Life,Unknown,ONA,1,Unknown,Unknown
28669,"Action, Slice of Life, Comedy, Magic, Fantasy, School, Shoujo",Unknown,TV,50,Toei Animation,Original
28673,"Thriller, Mystery, Sci-Fi",Die Now,ONA,16,Haoliners Animation League,Web manga
28675,"Fantasy, Slice of Life, Supernatural",Beyond the Boundary:I'll Be Here - Future,Movie,1,Kyoto Animation,Light novel
28677,"Harem, Mystery, Comedy, Supernatural, Romance, School, Shounen",Yamada-kun and the Seven Witches,TV,12,LIDENFILMS,Manga
28683,"Action, Adventure, Fantasy, Shounen",Unknown,OVA,1,Toei Animation,Manga
28685,"Action, Comedy",Tough Guy!,Movie,1,Unknown,Original
28687,Music,Unknown,Music,1,Unknown,Unknown
28689,Historical,An Old Fool,Movie,1,Unknown,Original
28691,Comedy,A Story of Cigarettes,Movie,1,Unknown,Original
28693,Historical,A Biblic Fantasy:Adam and Eve,Movie,1,Unknown,Original
28695,Adventure,"Nonsense Story, Volume 1:Monkey Island",Movie,1,Unknown,Original
28701,"Action, Fantasy, Magic, Supernatural",Fate/stay night [Unlimited Blade Works] Season 2,TV,13,ufotable,Visual novel
28713,"Comedy, Ecchi, Romance, Seinen, Supernatural",Unknown,OVA,1,Arms,Manga
28715,"Action, Music, Sci-Fi",Unknown,Music,1,Unknown,Music
28717,Adventure,Unknown,ONA,1,Unknown,Game
28723,"Music, School, Shoujo",Unknown,Special,1,Sunrise,Unknown
28725,"Drama, Romance, School",The Anthem of the Heart,Movie,1,A-1 Pictures,Original
28733,"Sci-Fi, Adventure, Space, Drama",Unknown,ONA,6,Toei Animation,Unknown
28735,"Drama, Historical, Josei",Showa Genroku Rakugo Shinju,TV,13,Studio Deen,Manga
28749,Historical,Unknown,Movie,1,Unknown,Unknown
28755,"Action, Comedy, Martial Arts, Shounen, Super Power",Boruto:Naruto the Movie,Movie,1,Studio Pierrot,Manga
28759,"Adventure, Fantasy",Harbor Tale:a red brick,Movie,1,Unknown,Unknown
28761,Dementia,Unknown,Movie,1,Unknown,Original
28765,Music,Unknown,Movie,1,Unknown,Unknown
28771,"Game, Adventure, Shounen",Unknown,Movie,1,Gallop,Manga
28775,"Fantasy, Sports",WHITE FANTASY,Special,1,Unknown,Unknown
28779,"Hentai, School, Yuri",Unknown,OVA,2,Studio 9 MAiami,Manga
28789,"Music, Drama, Seinen",March comes in like a lion meets Bump of Chicken,Music,1,Unknown,Manga
28791,"Action, Sci-Fi",Gunslinger Stratos:The Animation,TV,12,A-1 Pictures,Game
28805,"Adventure, Supernatural",The Boy and the Beast,Movie,1,Studio Chizu,Original
28809,"Comedy, Parody",Unknown,Special,3,Unknown,Unknown
28811,"Comedy, Parody, Sci-Fi",Unknown,Special,3,Unknown,Unknown
28813,"Comedy, Parody",Unknown,Special,2,AIC ASTA,Unknown
28815,"Comedy, Parody, Sci-Fi",Unknown,Special,24,Unknown,Unknown
28817,"Action, Comedy, School, Shoujo Ai",Mikagura School Suite,TV,12,Doga Kobo,Light novel
28819,"Comedy, Ecchi, Romance, School, Shounen",My Wife is the Student Council President!,TV,12,Seven,Manga
28825,"Comedy, School, Seinen, Slice of Life",Himouto! Umaru-chan,TV,12,Doga Kobo,Manga
28827,"Kids, Comedy, Historical",The Animal Neighborhood Community,Movie,1,Unknown,Original
28829,"Comedy, Fantasy, Kids",Miss Cinterrier's Groom,Movie,1,Unknown,Original
28831,Psychological,Unknown,Special,1,Unknown,Original
28833,"Action, Adventure, Fantasy, Magic",Chain Chronicle:The Light of Haecceitas,TV,12,"Telecom Animation Film, Graphinica",Game
28835,"Parody, School, Slice of Life",Unknown,TV,12,Yaoyorozu,Original
28841,"Drama, Music",Unknown,Movie,1,"Ordet, Millepensee",Original
28843,"Dementia, Horror",Unknown,Movie,1,Unknown,Original
28851,"Drama, School, Shounen",A Silent Voice,Movie,1,Kyoto Animation,Manga
28853,"Adventure, Kids, Fantasy",Pikachu and the Pokemon Music Squad,Movie,1,OLM,Game
28859,Hentai,Unknown,OVA,1,Office Takeout,Visual novel
28861,"Slice of Life, Comedy, Shounen",Unknown,TV,12,Millepensee,Manga
28869,"Adventure, Comedy, Mystery, Shounen",JOKER 2nd Season,TV,13,Shin-Ei Animation,Manga
28881,"Cars, Seinen, Sports",Initial D Legend 2 Racer,Movie,1,"SANZIGEN, LIDENFILMS",Manga
28883,"Action, School, Shoujo Ai",Aria the Scarlet Ammo AA,TV,12,Doga Kobo,Manga
28885,"Fantasy, Comedy",Unknown,ONA,11,Unknown,Unknown
28887,Comedy,Unknown,TV,26,Unknown,Original
28891,"Comedy, Sports, Drama, School, Shounen",Haikyu!! 2nd Season,TV,25,Production I.G,Manga
28897,"Music, Kids",Unknown,Music,1,Unknown,Original
28907,"Action, Adventure, Fantasy, Military",GATE,TV,12,A-1 Pictures,Light novel
28911,"Slice of Life, Comedy, School",Unknown,Special,1,Shaft,4-koma manga
28913,"Slice of Life, Comedy, School",Unknown,Special,1,Shaft,4-koma manga
28915,"Slice of Life, Comedy, School",Unknown,Special,1,Shaft,4-koma manga
28921,Kids,Disney Tsum Tsum,TV,36,Polygon Pictures,Game
28925,"Kids, Comedy, Supernatural",Unknown,Special,1,OLM,Unknown
28927,"Action, Military, Supernatural, Drama, Vampire, Shounen",Seraph of the End:Battle in Nagoya,TV,12,Wit Studio,Manga
28929,"Mystery, Comedy, Supernatural",Unknown,TV,12,Studio! Cucuri,Game
28951,"Dementia, Horror",Unknown,Movie,1,Unknown,Unknown
28953,"Dementia, Horror",The Undertaker and the Dog,Movie,1,Unknown,Unknown
28955,"Police, Drama, Mystery",Unknown,Movie,1,Unknown,Unknown
28957,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Unknown,Movie,1,Artland,Manga
28959,"Slice of Life, Romance, Drama",Unknown,Special,1,Unknown,Unknown
28961,"Harem, Hentai, Music",Unknown,OVA,1,Unknown,Manga
28963,"School, Shoujo",Unknown,Special,1,Unknown,Manga
28965,"Comedy, Seinen",Unknown,OVA,1,Unknown,Unknown
28977,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Gintama Season 4,TV,51,Bandai Namco Pictures,Manga
28979,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",To LOVE Ru Darkness 2,TV,12,Xebec,Manga
28981,"Comedy, Slice of Life",Rainy Cocoa,TV,12,EMT Squared,Digital manga
28983,"Adventure, Kids",Unknown,Movie,1,Tokyo Movie Shinsha,Novel
28987,"Music, Dementia",Snow Hut,Movie,1,Unknown,Original
28989,"Music, Dementia",Maku,Movie,1,Unknown,Original
28991,Psychological,Unknown,Movie,1,Unknown,Unknown
28993,"Dementia, Psychological",Unknown,Movie,1,Unknown,Original
28999,"Drama, School, Super Power",Charlotte,TV,13,P.A. Works,Original
29003,Slice of Life,Unknown,TV,13,Unknown,Picture book
29017,"Comedy, Fantasy, Slice of Life",Wooser's Hand-to-Mouth Life:Phantasmagoric Arc,TV,13,SANZIGEN,Web manga
29027,"Action, Demons, Ecchi, Fantasy, Harem, Romance",Unknown,OVA,1,Production IMS,Light novel
29035,"Comedy, Mecha, Parody",Robot Girls Z Plus,ONA,6,Toei Animation,Original
29053,"Kids, Music",Unknown,Music,1,Unknown,Original
29067,"Comedy, Romance, Seinen, Slice of Life",I Can't Understand What My Husband Is Saying:2nd Thread,TV,13,Seven,4-koma manga
29073,Sports,Unknown,Special,1,Unknown,Unknown
29083,Hentai,Unknown,OVA,2,Unknown,Visual novel
29085,Hentai,Unknown,OVA,1,G-Lam,Visual novel
29087,"Comedy, Fantasy, School, Shounen, Supernatural",Unknown,ONA,39,Haoliners Animation League,Manga
29089,"Action, Comedy, Fantasy, Romance",Monster List,ONA,18,Haoliners Animation League,Web manga
29093,Drama,The Labyrinth of Grisaia:The Cocoon of Caprice 0,Special,1,8bit,Visual novel
29095,"Drama, Harem, Psychological, Romance",The Eden of Grisaia,TV,10,8bit,Visual novel
29099,"Sci-Fi, Slice of Life, Comedy, Kids, School",Unknown,TV,24,Studio Deen,Picture book
29101,Ecchi,Unknown,Special,6,8bit,Visual novel
29103,"Music, Kids",Unknown,Music,1,Unknown,Original
29105,"Music, Comedy, Kids",Unknown,Music,1,Polygon Pictures,Original
29107,"Music, Kids",Unknown,Music,1,Unknown,Original
29111,Hentai,Unknown,OVA,1,Unknown,Unknown
29123,Music,Unknown,Music,1,Unknown,Unknown
29129,"Comedy, Romance, School, Shoujo",Unknown,Special,1,TYO Animations,Manga
29135,"Adventure, Fantasy",The Small Garden,Movie,1,Unknown,Unknown
29141,Comedy,Unknown,Special,1,Unknown,Unknown
29151,Historical,Unknown,ONA,10,Unknown,Unknown
29153,Music,Unknown,Music,1,Unknown,Unknown
29163,"Slice of Life, Comedy",Seiyu's Life!,TV,13,Gonzo,Web manga
29165,"Ecchi, Comedy",Unknown,Special,6,Unknown,Visual novel
29173,Dementia,Unknown,ONA,1,Unknown,Unknown
29177,"Kids, Music",Unknown,Music,1,Unknown,Original
29179,"Music, Kids",Unknown,Music,1,Unknown,Original
29181,"Music, Kids",Unknown,Music,1,Unknown,Original
29207,"Kids, Drama, Fantasy",Unknown,Movie,1,Unknown,Unknown
29209,"Kids, Slice of Life",Unknown,TV,26,Unknown,Unknown
29223,"Action, Sci-Fi, Mecha",Unknown,Special,1,"A-1 Pictures, TROYCA",Original
29231,"Comedy, Magic, Shoujo",Unknown,OVA,1,Unknown,Unknown
29233,"Adventure, Martial Arts, Comedy, Super Power, Sci-Fi",Unknown,Movie,1,Shin-Ei Animation,Unknown
29235,"Adventure, Martial Arts, Super Power",Unknown,Movie,1,Shin-Ei Animation,Unknown
29247,"Kids, Magic",Unknown,OVA,1,Unknown,Unknown
29249,"Kids, Magic",Unknown,OVA,1,Unknown,Unknown
29255,Action,Unknown,Special,1,Production I.G,Unknown
29261,Hentai,Unknown,OVA,2,Unknown,Light novel
29267,"Kids, Sci-Fi",Unknown,OVA,1,Unknown,Unknown
29269,"Kids, Sci-Fi",Unknown,OVA,1,Unknown,Unknown
29271,"Kids, Parody",Unknown,OVA,1,Unknown,Unknown
29273,"Kids, Historical",Unknown,OVA,1,Unknown,Unknown
29275,"Kids, Historical, Mystery",Unknown,OVA,1,Unknown,Unknown
29283,"Comedy, Sci-Fi",Unknown,Special,1,Unknown,Unknown
29291,"Action, Demons, Music",Unknown,Music,1,Unknown,Unknown
29293,Dementia,The Chair,Movie,1,Unknown,Unknown
29301,"Slice of Life, Drama",Unknown,OVA,1,Zexcs,Light novel
29307,"Hentai, School",Unknown,OVA,3,Unknown,Unknown
29311,Music,Begone Bell Care; Begone Dull Care,Movie,1,Unknown,Unknown
29317,"Harem, Comedy, Romance, Ecchi",Unknown,Special,1,A-1 Pictures,Light novel
29323,Slice of Life,Unknown,Special,1,Unknown,Unknown
29325,"Sci-Fi, Police, Psychological, Mecha",Ghost in the Shell:Arise - Alternative Architecture,TV,10,Production I.G,Manga
29347,Slice of Life,Unknown,Special,1,Unknown,Original
29349,"Kids, Slice of Life",Unknown,Movie,1,Unknown,Unknown
29351,"Comedy, Kids",Unknown,Special,2,Unknown,Unknown
29353,"Adventure, Fantasy, Music",Unknown,Music,1,Unknown,Music
29355,"Music, Kids",Unknown,Music,1,Unknown,Original
29357,"Drama, Fantasy, Music",Unknown,Music,1,Unknown,Unknown
29359,Comedy,Unknown,Special,33,Unknown,Unknown
29361,"Slice of Life, Comedy, Kids",Unknown,TV,Unknown,Kachidoki Studio,Original
29363,"Comedy, Romance, School, Shoujo, Slice of Life",Unknown,Special,2,Nippon Animation,Unknown
29365,"Drama, Kids",Unknown,OVA,1,Unknown,Unknown
29367,"Adventure, Kids",Jam the Housnail,TV,15,Unknown,Original
29369,"Kids, Fantasy",Tick & Tack,TV,18,Unknown,Unknown
29371,"Adventure, Kids, Sci-Fi",Naccio and Pomm,TV,41,Unknown,Unknown
29373,"Kids, Adventure",The Adventures of Bip & Bap,TV,4,Unknown,Unknown
29375,"Adventure, Comedy, Kids, Mecha",Unknown,TV,Unknown,Unknown,Unknown
29377,"Dementia, Music",Pulsar,Movie,1,Unknown,Unknown
29379,Mecha,Unknown,Movie,1,Unknown,Unknown
29381,"Dementia, Sci-Fi",Unknown,Movie,1,Unknown,Unknown
29383,"Dementia, Sci-Fi",Unknown,Movie,1,Unknown,Unknown
29385,"Slice of Life, Kids",Unknown,TV,10,Unknown,Original
29387,"Adventure, Kids",Momonga-mon,TV,15,Unknown,Unknown
29389,"Adventure, Kids",The White Book,TV,6,Unknown,Unknown
29391,Slice of Life,Unknown,ONA,7,Unknown,Unknown
29393,Adventure,Unknown,ONA,1,Unknown,Unknown
29395,Slice of Life,Unknown,ONA,2,Unknown,Other
29397,Slice of Life,Fafa x Pinky Monkey:at afternoon of sunny day,ONA,1,Unknown,Other
29399,"Adventure, Kids",Unknown,TV,10,Unknown,Original
29401,Kids,Unknown,TV,3,Unknown,Unknown
29403,"Police, Kids",ANPAN the chief of detectives,Special,2,Unknown,Other
29409,"Music, Kids",Ten Little Indians,Movie,1,Unknown,Unknown
29411,"Music, Kids",December Song,Movie,1,Unknown,Other
29413,"Action, Adventure, Fantasy, Magic",Unknown,Special,1,Seven Arcs,Unknown
29419,"Action, Adventure, Comedy, Fantasy, Kids",Unknown,Special,1,OLM,Unknown
29421,"Adventure, Kids",Liv & Bell,TV,Unknown,Unknown,Unknown
29423,"Adventure, Music, Kids",Unknown,Special,3,Unknown,Unknown
29425,"Adventure, Music, Kids",Teach,TV,5,Unknown,Unknown
29427,"Adventure, Kids, Fantasy",Ratio of Forest,TV,11,Unknown,Unknown
29429,"Adventure, Kids, Magic, Fantasy",Unknown,TV,7,Unknown,Unknown
29431,"Sports, Kids",Eddie the Fast Break,TV,7,Unknown,Unknown
29433,"Kids, Magic, Fantasy",Ken & Monster,TV,6,Unknown,Unknown
29435,"Music, Kids",Unknown,TV,4,Unknown,Original
29437,"Action, Police, Comedy, Mystery, Shounen",Unknown,Special,1,TMS Entertainment,Unknown
29445,Comedy,Unknown,Special,2,Unknown,Unknown
29451,"Music, Kids",Unknown,Music,1,Unknown,Original
29453,"Music, Kids, Romance",Unknown,Music,1,Unknown,Music
29455,"Music, Kids",Unknown,Music,1,Unknown,Music
29457,"Music, Kids",Unknown,Music,1,Unknown,Original
29459,"Music, Kids",Unknown,Music,1,Unknown,Music
